Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Incline Chest Fly (Dumbbell)",2,40.0,10,0,0,,,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Pullover (Dumbbell)",1,45.0,12,0,0,"",,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Pullover (Dumbbell)",2,45.0,12,0,0,,,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Triceps Extension (Dumbbell)",1,25.0,4,0,0,"",,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Triceps Extension (Dumbbell)",2,20.0,8,0,0,,,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Triceps Extension (Dumbbell)",3,20.0,8,0,0,,,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Tricep Kickback",1,20.0,3,0,0,"",,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Tricep Kickback",2,15.0,8,0,0,,,
2024-02-08 06:53:26,"Early Morning Workout",1h 27m,"Tricep Kickback",3,15.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Crunch",1,0,25,0,0,"Myotatic","",
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Crunch",2,0,25,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Russian Twist",1,0,50,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Russian Twist",2,0,50,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Side Plank",1,0,0,0,30,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Side Plank",2,0,0,0,30,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Flat Leg Raise",1,0,10,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Flat Leg Raise",2,0,10,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown (Cable)",1,120.0,8,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown (Cable)",2,110.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown (Cable)",3,110.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown - Underhand (Cable)",1,140.0,8,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown - Underhand (Cable)",2,160.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Lat Pulldown - Underhand (Cable)",3,160.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Incline Row (Dumbbell)",1,55.0,8,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Incline Row (Dumbbell)",2,55.0,8,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Incline Row (Dumbbell)",3,45.0,12,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Preacher Curl (Barbell)",1,50.0,10,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Preacher Curl (Barbell)",2,50.0,10,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Bicep Curl (Cable)",1,50.0,10,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Bicep Curl (Cable)",2,57.0,7,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Bicep Curl (Cable)",3,50.0,5,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,12,0,0,"",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,12,0,0,,,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Seated Row (Cable)",1,40.0,12,0,0,"Single arm",,
2024-02-09 07:08:15,"Early Morning Workout",1h 1m,"Seated Row (Cable)",2,40.0,12,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",1,185.00000000000003,10,0,0,"Form form form… not going up today\nWell actually last set felt nice","",
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",2,225.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",3,225.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",4,225.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",5,225.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Squat (Barbell)",6,245.00000000000003,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Overhead Press (Barbell)",1,85.0,5,0,0,"Add momentum , counting fail",,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Overhead Press (Barbell)",2,85.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Overhead Press (Barbell)",3,85.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Overhead Press (Barbell)",4,85.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Overhead Press (Barbell)",5,85.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Deadlift (Barbell)",1,135.0,10,0,0,"",,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Deadlift (Barbell)",2,205.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Deadlift (Barbell)",3,225.0,5,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Deadlift (Barbell)",4,135.0,10,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Bicep Curl (Barbell)",1,80.0,6,0,0,"",,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Bicep Curl (Barbell)",2,70.0,6,0,0,,,
2024-02-11 10:26:04,"Strong 5x5 - Workout B",1h 3m,"Bicep Curl (Barbell)",3,60.0,6,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",1,135.0,5,0,0,"","",
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",2,185.00000000000003,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",3,185.00000000000003,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",4,185.00000000000003,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",5,185.00000000000003,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",6,185.00000000000003,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Bench Press (Barbell)",7,165.0,8,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Incline Bench Press (Barbell)",1,130.0,5,0,0,"",,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Incline Bench Press (Barbell)",2,130.0,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Incline Bench Press (Barbell)",3,130.0,5,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Extension (Barbell)",1,60.0,5,0,0,"",,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Extension (Barbell)",2,50.0,8,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Extension (Barbell)",3,50.0,8,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Extension (Barbell)",4,50.0,8,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,10,0,0,"",,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,10,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,10,0,0,,,
2024-02-12 07:30:07,"Early Morning Workout",1h 2m,"Crunch",1,0,50,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bent Over Row (Barbell)",1,145.0,5,0,0,"","",
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bent Over Row (Barbell)",2,145.0,5,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bent Over Row (Barbell)",3,145.0,5,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bent Over Row (Barbell)",4,145.0,5,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bent Over Row (Barbell)",5,145.0,5,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Incline Row (Dumbbell)",1,55.0,8,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Incline Row (Dumbbell)",2,55.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Incline Row (Dumbbell)",3,55.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",1,110.0,8,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",2,110.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",3,100.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",1,120.0,8,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",2,110.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Lat Pulldown (Cable)",3,110.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Seated Row (Cable)",1,50.0,8,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Seated Row (Cable)",2,50.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Seated Row (Cable)",3,50.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Machine)",1,55.0,8,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Machine)",2,55.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Machine)",3,55.0,8,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Dumbbell)",1,20.0,10,0,0,"One arm static hold",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Bicep Curl (Dumbbell)",3,20.0,10,0,0,,,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Seated Palms Up Wrist Curl (Dumbbell)",1,15.0,20,0,0,"",,
2024-02-14 07:36:16,"Early Morning Workout",1h 17m,"Seated Palms Up Wrist Curl (Dumbbell)",2,15.0,20,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Pull Up",1,0,15,0,0,"","",
2024-02-15 06:41:37,"Abs",22m,"Pull Up",2,0,10,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Pull Up",3,0,5,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Crunch",1,0,50,0,0,"Bosu",,
2024-02-15 06:41:37,"Abs",22m,"Crunch",2,0,50,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Russian Twist",1,0,50,0,0,"",,
2024-02-15 06:41:37,"Abs",22m,"Russian Twist",2,0,25,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Flat Leg Raise",1,0,20,0,0,"",,
2024-02-15 06:41:37,"Abs",22m,"Flat Leg Raise",2,0,20,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Side Bend (Dumbbell)",1,20.0,20,0,0,"",,
2024-02-15 06:41:37,"Abs",22m,"Side Bend (Dumbbell)",2,20.0,20,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Good Morning (Barbell)",1,65.0,20,0,0,"",,
2024-02-15 06:41:37,"Abs",22m,"Good Morning (Barbell)",2,65.0,20,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Good Morning (Barbell)",3,65.0,20,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Overhead Press (Barbell)",1,85.0,5,0,0,"",,
2024-02-15 06:41:37,"Abs",22m,"Overhead Press (Barbell)",2,85.0,5,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Overhead Press (Barbell)",3,85.0,5,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Overhead Press (Barbell)",4,85.0,5,0,0,,,
2024-02-15 06:41:37,"Abs",22m,"Overhead Press (Barbell)",5,85.0,5,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",1,0,16,0,0,"","",
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",2,0,8,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",3,0,5,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",4,0,10,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",5,0,8,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Pull Up",6,0,6,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Crunch",1,0,50,0,0,"Bosu",,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Crunch",2,0,50,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Russian Twist",1,0,50,0,0,"",,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Russian Twist",2,0,50,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Flat Leg Raise",1,0,20,0,0,"",,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Flat Leg Raise",2,0,20,0,0,,,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Kettlebell Swing",1,44.0,25,0,0,"",,
2024-02-16 17:04:24,"Afternoon Workout",23m,"Kettlebell Swing",2,44.0,25,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Pull Up",1,0,10,0,0,"","",
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Pull Up",2,0,10,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Pull Up",3,0,10,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Squat (Barbell)",1,185.00000000000003,10,0,0,"",,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",1,135.0,5,0,0,"",,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",2,176.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",3,198.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",4,186.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",5,186.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Bench Press (Barbell)",6,186.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Incline Bench Press (Barbell)",1,110.0,8,0,0,"",,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Incline Bench Press (Barbell)",2,110.0,8,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Incline Bench Press (Barbell)",3,110.0,8,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",1,88.0,5,0,0,"",,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",2,132.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",3,132.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",4,132.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",5,132.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Landmine Row",6,132.0,5,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Meadows Row",1,88.0,8,0,0,"",,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Meadows Row",2,88.0,10,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Meadows Row",3,88.0,10,0,0,,,
2024-02-19 10:44:26,"Morning Workout",1h 23m,"Monkey Ups",1,0,8,0,0,"Death… fail",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Crunch",1,0,50,0,0,"","",
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Crunch",2,0,50,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Side Plank",1,0,0,0,30,"",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Side Plank",2,0,0,0,30,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Bulgarian Split Squat",1,90.0,12,0,0,"",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Bulgarian Split Squat",2,100.0,12,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Bulgarian Split Squat",3,110.0,12,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Overhead Press (Barbell)",1,110.0,5,0,0,"",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Overhead Press (Barbell)",2,110.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Overhead Press (Barbell)",3,88.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Overhead Press (Barbell)",4,88.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Overhead Press (Barbell)",5,88.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Deadlift (Barbell)",1,135.0,10,0,0,"",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Deadlift (Barbell)",2,205.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Deadlift (Barbell)",3,242.0,5,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Deadlift (Barbell)",4,135.0,10,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Face Pull (Cable)",1,30.0,12,0,0,"",,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Face Pull (Cable)",2,30.0,12,0,0,,,
2024-02-22 07:29:18,"Strong 5x5 - Workout B",1h 38m,"Face Pull (Cable)",3,30.0,12,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",1,185.00000000000003,10,0,0,"","",
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",2,220.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",3,242.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",4,264.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",5,242.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Squat (Barbell)",6,220.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Overhead Press (Barbell)",1,110.0,5,0,0,"",,
2024-02-26 18:20:58,"Evening Workout",48m,"Overhead Press (Barbell)",2,110.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Overhead Press (Barbell)",3,88.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Overhead Press (Barbell)",4,88.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Overhead Press (Barbell)",5,88.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Deadlift (Barbell)",1,135.0,10,0,0,"",,
2024-02-26 18:20:58,"Evening Workout",48m,"Deadlift (Barbell)",2,242.0,5,0,0,,,
2024-02-26 18:20:58,"Evening Workout",48m,"Deadlift (Barbell)",3,135.0,10,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",1,135.0,10,0,0,"","",
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",2,220.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",3,220.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",4,220.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",5,220.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Squat (Barbell)",6,264.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",1,135.0,5,0,0,"",,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",2,198.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",3,176.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",4,176.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",5,176.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Bench Press (Barbell)",6,176.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",1,88.0,10,0,0,"",,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",2,132.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",3,132.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",4,132.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",5,132.0,10,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Landmine Row",6,165.0,5,0,0,,,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Crunch",1,0,50,0,0,"",,
2024-02-27 16:00:07,"Afternoon Workout",2h 52m,"Crunch",2,0,50,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Pull Up",1,0,10,0,0,"","",
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Pull Up",2,0,10,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",1,135.0,10,0,0,"",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",2,220.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",3,264.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",4,264.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",5,220.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Squat (Barbell)",6,220.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Deadlift (Barbell)",1,135.0,10,0,0,"Sumo warm and cool",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Deadlift (Barbell)",2,242.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Deadlift (Barbell)",3,135.0,10,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Overhead Press (Barbell)",1,88.0,5,0,0,"",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Overhead Press (Barbell)",2,88.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Overhead Press (Barbell)",3,88.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Overhead Press (Barbell)",4,88.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Overhead Press (Barbell)",5,88.0,5,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Good Morning (Barbell)",1,88.0,10,0,0,"",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Good Morning (Barbell)",2,88.0,10,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Good Morning (Barbell)",3,88.0,10,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Torso Rotation (Machine)",1,115.0,12,0,0,"",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Torso Rotation (Machine)",2,115.0,12,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Torso Rotation (Machine)",3,115.0,12,0,0,,,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Crunch",1,0,60,0,0,"Bosu",,
2024-03-01 15:50:10,"Afternoon Workout",1h 12m,"Crunch",2,0,40,0,0,,,
